230903#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#6154498#0.00462601160764097#0106000020E6100000020000000103000000010000000A000000C59FF2F9725D60401F4BBC8FE56947409770633DD85D6040C0444054376A4740995DFFC7CC5D6040679C02709E6A47409691FE87695E6040D2040620206B47402DC4174A755E604078FE140DB66A47400AF0C449AD5E60405043C837E36A474039EC218ED35E604012AA0E988B694740649724A6365E6040AC082FA80C6947400B1C3B6E995D6040B8F867488D684740C59FF2F9725D60401F4BBC8FE5694740010300000001000000050000001737C179095D6040413AA71F756B47401CD3D179A65D60403400C8C7F66B4740995DFFC7CC5D6040679C02709E6A4740566201C02F5D6040801900681C6A47401737C179095D6040413AA71F756B4740#0101000020E61000007FD5773BEB5D604024DD1401356A4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230905#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#5347178#0.1184#0106000020E61000000100000001030000000100000009000000F9C2018085656040EDAAF69F6B724740F9F501501E66604066B80910E8724740E71B8F21F9656040230CEAF83B744740D5AE8DA1916660409CC806B1B7744740E78800D0B6666040D331082864734740266E78EEDB6660406FE9038F107247400CD0747E4366604019EB1327947147406FFB79AEAA6560403C9A345717714740F9C2018085656040EDAAF69F6B724740#0101000020E610000093FADCC13D666040BA47BDC3C3724740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230906#2014-11-09 03:48:51#226546#2014-11-09 03:48:51#3340147#0.0912#0106000020E6100000010000000103000000010000000700000052CC49411A71604001FB85AADA824740E33D4141AD716040E4C7904A4E834740F79439E93F7260403E42AC82C1834740C4D0C9D6637260401EB856BD74824740F304C24ED1716040945D7A4501824740A51EBB6E3E71604064BD83658D81474052CC49411A71604001FB85AADA824740#0101000020E61000003DD49F0EBF716040D8A4E496A7824740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230907#2014-11-09 03:48:51#226528#2014-11-09 03:48:51#1619000#0.0396#0106000020E61000000100000001030000000100000005000000ABB21099E97860409AC14ACB697B47402F100C3979796040FCB760E3D97B47400BD6F67E9C7960407536AAF48F7A47408D94F3E60C796040C050B0941F7A4740ABB21099E97860409AC14ACB697B4740#0101000020E6100000B241630B43796040AF5803CCFC7A4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230908#2014-11-09 03:48:51#226528#2014-11-09 03:48:51#1601933#0.3552#0106000020E61000000100000001030000000100000005000000F26904D1497B6040E1E58EA3DE7B47403CE7FA80D87B6040A8D9A8F34D7C4740291C077FFB7B6040B6705114057B4740BECBFBEE6C7B6040CBD46694957A4740F26904D1497B6040E1E58EA3DE7B4740#0101000020E6100000529111ADA27B6040B342D9D2717B4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230909#2014-11-09 03:48:51#226528#2014-11-09 03:48:51#4770632#0.2112#0106000020E610000001000000010300000001000000090000005171F3F8437C6040EB56AE3B067E4740DD38EF20D27C60404117C38B747E4740EDE5EBF05F7D604021D9D08BE27E4740E1B700B8827D6040B72D04189A7D474065F31F6FA57D6040B3D03194517C4740D02414CF177D60403E84441CE37B474072D80100F57C60408A980AD82B7D4740B90501E8667C6040526FFC3FBD7C47405171F3F8437C6040EB56AE3B067E4740#0101000020E6100000AAC49195067D6040A7363A08757D4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230910#2014-11-09 03:48:51#226528#2014-11-09 03:48:51#1560443#0.0059#0106000020E6100000010000000103000000010000000500000029EE15694480604082EF4F0CBD7F474069E41499D080604026906D742980474055192197F3806040C1F7C45BE37E47401623226767806040C34BCBA3767E474029EE15694480604082EF4F0CBD7F4740#0101000020E6100000C7B7A1FD9B806040CA5D7F1C507F4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230911#2014-11-09 03:48:51#230911#2014-11-09 03:48:51#4343550#0.58442926991628#0106000020E6100000010000000103000000010000000A000000D18445044D806040DCBE256600854740AE35293F688060405414B723FF83474060CB2BD7DB7F60405B31D07393834740431A17DDC07F6040D4403C8A928447402BA11E4F897F60407215CDFB66844740A3AFDEB0667F60407D8C3DA4AD854740A972F3F0F27F60407BE5515C1B864740D4D8FBE07E806040FC2367BC88864740C10D08DFA180604055E594E342854740D18445044D806040DCBE256600854740#0101000020E6100000929F77C908806040CB37E7C222854740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230913#2014-11-09 03:48:51#230913#2014-11-09 03:48:51#1515683#\N#0106000020E61000000100000001030000000100000005000000C32ADEC81C856040A093F7D4DE8C47406304D870A6856040EDCE03ED488D474065DF36CFC8856040E5BFF682058C4740ECF4490F3F8560403A5D16139B8B4740C32ADEC81C856040A093F7D4DE8C4740#0101000020E6100000AA516BC472856040C99A3B0E728C4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230914#2014-11-09 03:48:51#229326#2014-11-09 03:48:51#2200883#0.0462224173733124#0106000020E610000001000000010300000001000000090000008A27B328298560405138B344047E47407E3F904B498560407E4C0C391D7E47400646C100408560407651B2A4757E47401843B598CA85604017DAB594DE7E4740E2E54C87EC856040E100440B9A7D47401BCC3028CC8560409316A378817D47403DA7512FD58560407FB748F32A7D474054CA4A174B856040CE8B557BBF7C47408A27B328298560405138B344047E4740#0101000020E61000002DF6CFBA8A8560401B2B7BA9CF7D4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230916#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#2988788#0.0698#0106000020E61000000100000001030000000100000007000000CB9D9960588A6040902E36AD947F47407E298FB0E08A6040735F52A5FB7F4740F2CAFD27028B60403CB203F8B87E4740A2DB64B7238B6040113DA55A767D4740963965879B8A604028FBBEEA0E7D47407CAE00F0798A6040A14309C8517E4740CB9D9960588A6040902E36AD947F4740#0101000020E6100000563DE80CBE8A60404B8F5268857E4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230917#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#1493037#0.1431#0106000020E61000000100000001030000000100000005000000368495D0DE8A6040F0C449ED877A47403EFA91E8668B60401AFE4FD5EF7A4740CF646267888B604042B9A78AAD79474031696357008B60405A26CB6245794740368495D0DE8A6040F0C449ED877A4740#0101000020E6100000054EAD9B338B6040119684AA1A7A4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230918#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#2930702#0.2968#0106000020E61000000100000001030000000100000007000000E6CD7E30728E6040814AAEC59B7E4740602879D8F88E60405896BFAD017F474098E777507F8F60405495CF55677F4740879F8357A08F6040041B3AEA267E474022D57FEF198F6040BB483E02C17D474018117B57938E60402BBF4EE25A7D4740E6CD7E30728E6040814AAEC59B7E4740#0101000020E6100000C088E641098F6040034B373A617E4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230919#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#4387505#0.0177#0106000020E610000001000000010300000001000000090000008F428AE8948E6040D170D24DC58247403BC481881B8F604044C1CE452A834740693B85E0A18F60405E06EFED8E8347402BAB0218C38F604007F205904E8247408ABC7A4FE48F6040172C17220E81474060717A0F5E8F604062401FFAA8804740CB0C02C83C8F60409ABD01A0E9814740F89BFD3FB68E6040513CFC6F848147408F428AE8948E6040D170D24DC5824740#0101000020E6100000494ACE7A4D8F6040DECE01E62F824740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230920#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#8146389#0.252726823423588#0106000020E61000000200000001030000000100000005000000F23C7E90C18F604061DADC3DE57C47404F9F70B847906040A490E01D4B7D4740C43B02B068906040A17609980A7C4740DC8BFD9FE28F6040888FFC7FA47B4740F23C7E90C18F604061DADC3DE57C474001030000000100000013000000DEA5728BB591604002A13C135A7A4740CDE4FE97E99160403BD0F9DF807A47406675FE2F6F926040AF7E0968E47A47409EA2970F9092604094DEF5A1A4794740D80693870A92604068F207E24079474004F78FC7849160405FB918E2DC78474046EB1962649160409C5B7948177A47408B538C77309160400EC2169AEF794740A98969C62F9160403771CA52F67947400A09FFBFDD90604078310720B979474080568282BD9060401F3FC54EF17A4740D11002B0899060403A9B0AC8C97A4740C43B02B068906040A17609980A7C4740D6BAFD87EE906040497B0768707C4740EC5299CC0E916040EF8065A8367B4740DC4E74C042916040245DF94D5D7B474059C62F5D43916040955AA65E577B474013A6FF179591604066F107A8957B4740DEA5728BB591604002A13C135A7A4740#0101000020E610000095BA4D383391604099A9E2BCDF7A4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230922#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#1438453#0.1619#0106000020E6100000010000000103000000010000000500000015E35F78E3926040E95233D6447F47404BC4635868936040033C2F36A97F4740AE49961789936040886AC6796A7E4740DCC69737049360409234C9D9057E474015E35F78E3926040E95233D6447F4740#0101000020E610000026460C463693604004D73595D77E4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230923#2014-11-09 03:48:51#230923#2014-11-09 03:48:51#2859088#0.5952#0106000020E61000000100000001030000000100000007000000BBC46888509460406A9E650EB08147406B3367E0D49460403D7F777E13824740029302A8F59460407B300830D5804740F308A84F1695604018149BC9967F4740B75CA21F92946040453EB7E9327F47402519FF5F719460406198028871804740BBC46888509460406A9E650EB0814740#0101000020E6100000CF94B679B394604081A93F5EA3804740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230924#2014-11-09 03:48:51#230924#2014-11-09 03:48:51#2812426#0.0024#0106000020E6100000010000000103000000010000000700000037B454200B98604070D4C8B62583474023B450F88D9860402004CBAE8783474036EDFF6FAE98604051B805E84A824740069BBEC7CE986040E19E42090E814740EF7FB2EF4B9860400D6B4B99AB8047407D1401902B986040C43B02B0E881474037B454200B98604070D4C8B625834740#0101000020E6100000D79F9DF86C986040BE2581C019824740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230925#2014-11-09 03:48:51#229643#2014-11-09 03:48:51#6956154#0.1493#0106000020E6100000010000000103000000010000000B00000096F2529894996040F06804979E8947402EA746E0169A6040956205C7FE89474058B53908999A60408E5618CF5E8A47404B260230B99A6040F457020823894740FA67FE7FD99A604060EFF607E78747404B1BD49FF99A60404F4EFE38AB864740CC22DAAF779A60408C6C00994A864740E5E90198579A60407A5AFAA786874740596DFE5FD59960401CC7F6F72587474072D80100B599604068C904786288474096F2529894996040F06804979E894740#0101000020E6100000A863D7BD4D9A6040265A6F9F6D884740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230926#2014-11-09 03:48:51#230926#2014-11-09 03:48:51#2834144#0.2014#0106000020E6100000010000000103000000010000000700000037AC6710989460404D4B8B7EDD8D474078284C101C956040D918856E408E474043F242F89F95604053929646A38E4740DED5A357C0956040D21C59F9658D4740B9F5A28F3C95604040336701038D4740C73C9FBFB89460400D7C77F19F8C474037AC6710989460404D4B8B7EDD8D4740#0101000020E610000030810A3F2C956040E8269FAFA18D4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230927#2014-11-09 03:48:51#230927#2014-11-09 03:48:51#1430275#0.0885#0106000020E6100000010000000103000000010000000500000054DF5C70449260401A4541B6CD8E4740E5C65F20C9926040B7C24706318F4740DFD194D7E9926040A850A3B1F28D4740B7648F2F65926040C31BA9298F8D474054DF5C70449260401A4541B6CD8E4740#0101000020E61000005A1EEE239792604047C3E024608E4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230928#2014-11-09 03:48:51#229333#2014-11-09 03:48:51#1439935#0.0515#0106000020E61000000100000001030000000100000005000000B6E35D607C91604085332A36878B4740C7216E90019260402E963B96EB8B4740FD9B9B5F229260401F2FC5D1AC8A4740B0EE92179D91604017A5DF19488A4740B6E35D607C91604085332A36878B4740#0101000020E6100000D7785E58CF91604090B933E6198B4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230929#2014-11-09 03:48:51#230929#2014-11-09 03:48:51#1445704#0.0011#0106000020E61000000100000001030000000100000005000000F1685F507190604004D6FDA5BD8A4740BD205CE0F69060405FB6197E228B4740B10F998F179160409E38EB19E389474055EE910F929060408A1AF1097E894740F1685F507190604004D6FDA5BD8A4740#0101000020E61000000EC99571C4906040D5043952508A4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230930#2014-11-09 03:48:51#229333#2014-11-09 03:48:51#1442134#0.0833#0106000020E61000000100000001030000000100000005000000F49084D8B4906040D7632A16A28D4740E20B8B383A9160409E5D422E068E47407EC984675B9160409412C471C78C4740B63D8BEFD59060406EF1D701638C4740F49084D8B4906040D7632A16A28D4740#0101000020E6100000E558681808916040BE5533A6348D4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230931#2014-11-09 03:48:51#230931#2014-11-09 03:48:51#2923615#0.9385#0106000020E61000000100000001030000000100000007000000F2619388B28D60407537D3AD6C8F47409DF39538398E60408F7CF355D18F4740D51501885A8E60403F840200918E4740CAAC7BB77B8E60404EBE1392508D4740F73B772FF58D6040284C316AEB8C474061D7FEE7D38D6040D24FFE0F2C8E4740F2619388B28D60407537D3AD6C8F4740#0101000020E61000003A9E4F2D178E60406AD5138D5E8E4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230932#2014-11-09 03:48:51#230932#2014-11-09 03:48:51#1450202#0.1054#0106000020E61000000100000001030000000100000005000000501D6978CC8E604051E0F835ED924740CA266D68528F6040F3C8FEFD529347407653884F738F60400EA3FF6913924740CF3E7F6FED8E60402403066AAD914740501D6978CC8E604051E0F835ED924740#0101000020E6100000975C91E51F8F60400860344280924740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230933#2014-11-09 03:48:51#228606#2014-11-09 03:48:51#3531960#0.0160343190039292#0106000020E6100000010000000103000000010000000B00000006186DC00D926040BEFD563E0D9447405C806C4892926040072E66B671944740120B63A816936040751174EED59447400948720F189360400C7B884AC8944740DCEA62684F936040E429713EF1944740D0D99F17709360404B4F8161B3934740431EA07FEB926040AD7E951151934740178597BF66926040D32EA699EE924740CFCD99B1659260402357F6D9F8924740AD28909F2E926040C0DF9A01CF92474006186DC00D926040BEFD563E0D944740#0101000020E61000007B027BF2BE9260406363D83FE1934740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230935#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#1438929#0.0452#0106000020E61000000100000001030000000100000005000000E0615E70BB9360404F0D2C2E2B794740E9375D6040946040ED8A327E8E7947400416A7F760946040373AC6994F784740D4509B1FDC936040E69AD919EC774740E0615E70BB9360404F0D2C2E2B794740#0101000020E6100000237483370E9460408742F359BD784740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230936#2014-11-09 03:48:51#230936#2014-11-09 03:48:51#1439191#0.0459#0106000020E61000000100000001030000000100000005000000940E5A383E946040662A274E2C744740F9EA57F8C2946040D40D358690744740A332AC7FE39460401EBDC8A1517347404572A6C75E946040F27FE429ED724740940E5A383E946040662A274E2C744740#0101000020E61000009B5EBADB90946040437E94E6BE734740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230937#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#2937411#0.0539#0106000020E61000000100000001030000000100000007000000DE697C70488F6040CCBD972D1F734740C13E7420CF8F6040D450BC2D85734740C2AA72885590604040D6B6D5EA734740AC46868776906040381E4332AA724740AADA871FF08F6040E92F4F424472474031808D77698F6040B2BC6902DE714740DE697C70488F6040CCBD972D1F734740#0101000020E610000036C01774DF8F604083CE068EE4724740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230938#2014-11-09 03:48:51#227709#2014-11-09 03:48:51#1471386#0.0124#0106000020E61000000100000001030000000100000005000000F5087FD0E48E60402087987DE4764740E1357DB06B8F6040994FB1C549774740A3E283C78C8F604043C451E208764740213083EF058F60400CA2625AA3754740F5087FD0E48E60402087987DE4764740#0101000020E6100000A611B5CB388F60402D088D9E76764740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230939#2014-11-09 03:48:51#229012#2014-11-09 03:48:51#1474735#0.0141#0106000020E6100000010000000103000000010000000500000087508458A68F604071B7985D7F6B4740153B75402D906040612294ADE46B4740685186474E90604047216682A36A4740B993807FC78F604010FF76FA3D6A474087508458A68F604071B7985D7F6B4740#0101000020E6100000F78EE854FA8F6040B79AE064116B4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-09#t
230940#2014-11-09 03:48:51#230940#2014-11-09 03:48:51#1435367#0.017#0106000020E61000000100000001030000000100000005000000BAF0494820976040958F304EF460474060174D80A4976040EB554366576147408B64B8CFC4976040E726BDB118604740E53DB59740976040CDEADB51B55F4740BAF0494820976040958F304EF4604740#0101000020E6100000CA14D68972976040494AEC6A86604740#Дальневосточный#Приморский край#Пожарский#нет данных#2014-11-09#t
